# Written on 30Jul2015 at 12:03:26 
# Input file comment: Sample kpoints
#  Kpt_idx  K_x (1/ang)       K_y (1/ang)        K_z (1/ang)       Energy (eV)
         8  0.5638756045E-02   0.000000000       0.000000000     -0.5177887541    
         9  0.6444292623E-02   0.000000000       0.000000000      -3.643675441    
         9  0.6444292623E-02   0.000000000       0.000000000      -3.552739342    
         9  0.6444292623E-02   0.000000000       0.000000000      -3.535569256    
         9  0.6444292623E-02   0.000000000       0.000000000      -3.261178527    
         9  0.6444292623E-02   0.000000000       0.000000000      -3.232213073    
         9  0.6444292623E-02   0.000000000       0.000000000      -2.779205084    
         9  0.6444292623E-02   0.000000000       0.000000000      -2.727504021    
         9  0.6444292623E-02   0.000000000       0.000000000      -2.098117994    
         9  0.6444292623E-02   0.000000000       0.000000000      -2.043429081    
         9  0.6444292623E-02   0.000000000       0.000000000      -1.264078186    
         9  0.6444292623E-02   0.000000000       0.000000000      -1.180879365    
         9  0.6444292623E-02   0.000000000       0.000000000     -0.5181379626    
        10  0.7249829201E-02   0.000000000       0.000000000      -3.643654727    
        10  0.7249829201E-02   0.000000000       0.000000000      -3.553757694    
        10  0.7249829201E-02   0.000000000       0.000000000      -3.534443655    
        10  0.7249829201E-02   0.000000000       0.000000000      -3.262955423    
        10  0.7249829201E-02   0.000000000       0.000000000      -3.230367368    
        10  0.7249829201E-02   0.000000000       0.000000000      -2.782382437    
        10  0.7249829201E-02   0.000000000       0.000000000      -2.724222294    
        10  0.7249829201E-02   0.000000000       0.000000000      -2.101518687    
        10  0.7249829201E-02   0.000000000       0.000000000      -2.039988608    
        10  0.7249829201E-02   0.000000000       0.000000000      -1.269244624    
        10  0.7249829201E-02   0.000000000       0.000000000      -1.175658179    
        10  0.7249829201E-02   0.000000000       0.000000000     -0.5185336356    
        11  0.8055365778E-02   0.000000000       0.000000000      -3.643631575    
        11  0.8055365778E-02   0.000000000       0.000000000      -3.554769329    
        11  0.8055365778E-02   0.000000000       0.000000000      -3.533312151    
        11  0.8055365778E-02   0.000000000       0.000000000      -3.264728599    
        11  0.8055365778E-02   0.000000000       0.000000000      -3.228517266    
        11  0.8055365778E-02   0.000000000       0.000000000      -2.785553044    
        11  0.8055365778E-02   0.000000000       0.000000000      -2.720935073    
        11  0.8055365778E-02   0.000000000       0.000000000      -2.104917906    
        11  0.8055365778E-02   0.000000000       0.000000000      -2.036544880    
        11  0.8055365778E-02   0.000000000       0.000000000      -1.274405764    
        11  0.8055365778E-02   0.000000000       0.000000000      -1.170436009    
        11  0.8055365778E-02   0.000000000       0.000000000     -0.5189757371    
        12  0.8860902356E-02   0.000000000       0.000000000      -3.643605985    
        12  0.8860902356E-02   0.000000000       0.000000000      -3.555774201    
        12  0.8860902356E-02   0.000000000       0.000000000      -3.532174790    
        12  0.8860902356E-02   0.000000000       0.000000000      -3.266498087    
        12  0.8860902356E-02   0.000000000       0.000000000      -3.226662726    
        12  0.8860902356E-02   0.000000000       0.000000000      -2.788716843    
        12  0.8860902356E-02   0.000000000       0.000000000      -2.717642434    
        12  0.8860902356E-02   0.000000000       0.000000000      -2.108315738    
        12  0.8860902356E-02   0.000000000       0.000000000      -2.033097789    
        12  0.8860902356E-02   0.000000000       0.000000000      -1.279561394    
        12  0.8860902356E-02   0.000000000       0.000000000      -1.165213120    
        12  0.8860902356E-02   0.000000000       0.000000000     -0.5194642265    
        13  0.9666438934E-02   0.000000000       0.000000000      -3.643577957    
        13  0.9666438934E-02   0.000000000       0.000000000      -3.556772264    
        13  0.9666438934E-02   0.000000000       0.000000000      -3.531031616    
        13  0.9666438934E-02   0.000000000       0.000000000      -3.268263921    
        13  0.9666438934E-02   0.000000000       0.000000000      -3.224803707    
        13  0.9666438934E-02   0.000000000       0.000000000      -2.791873771    
        13  0.9666438934E-02   0.000000000       0.000000000      -2.714344452    
        13  0.9666438934E-02   0.000000000       0.000000000      -2.111712274    
        13  0.9666438934E-02   0.000000000       0.000000000      -2.029647228    
        13  0.9666438934E-02   0.000000000       0.000000000      -1.284711305    
        13  0.9666438934E-02   0.000000000       0.000000000      -1.159989780    
        13  0.9666438934E-02   0.000000000       0.000000000     -0.5199990590    
        14  0.1047197551E-01   0.000000000       0.000000000      -3.643547491    
        14  0.1047197551E-01   0.000000000       0.000000000      -3.557763472    
        14  0.1047197551E-01   0.000000000       0.000000000      -3.529882673    
        14  0.1047197551E-01   0.000000000       0.000000000      -3.270026133    
        14  0.1047197551E-01   0.000000000       0.000000000      -3.222940167    
        14  0.1047197551E-01   0.000000000       0.000000000      -2.795023768    
        14  0.1047197551E-01   0.000000000       0.000000000      -2.711041204    
        14  0.1047197551E-01   0.000000000       0.000000000      -2.115107600    
        14  0.1047197551E-01   0.000000000       0.000000000      -2.026193089    
        14  0.1047197551E-01   0.000000000       0.000000000      -1.289855289    
        14  0.1047197551E-01   0.000000000       0.000000000      -1.154766260    
        14  0.1047197551E-01   0.000000000       0.000000000     -0.5205801859    
        15  0.1127751209E-01   0.000000000       0.000000000      -3.643514587    
        15  0.1127751209E-01   0.000000000       0.000000000      -3.558747780    
        15  0.1127751209E-01   0.000000000       0.000000000      -3.528728006    
        15  0.1127751209E-01   0.000000000       0.000000000      -3.271784756    
        15  0.1127751209E-01   0.000000000       0.000000000      -3.221072065    
        15  0.1127751209E-01   0.000000000       0.000000000      -2.798166775    
        15  0.1127751209E-01   0.000000000       0.000000000      -2.707732767    
        15  0.1127751209E-01   0.000000000       0.000000000      -2.118501802    
        15  0.1127751209E-01   0.000000000       0.000000000      -2.022735264    
        15  0.1127751209E-01   0.000000000       0.000000000      -1.294993143    
        15  0.1127751209E-01   0.000000000       0.000000000      -1.149542833    
        15  0.1127751209E-01   0.000000000       0.000000000     -0.5212075539    
        16  0.1208304867E-01   0.000000000       0.000000000      -3.643479246    
        16  0.1208304867E-01   0.000000000       0.000000000      -3.559725142    
        16  0.1208304867E-01   0.000000000       0.000000000      -3.527567661    
        16  0.1208304867E-01   0.000000000       0.000000000      -3.273539821    
        16  0.1208304867E-01   0.000000000       0.000000000      -3.219199357    
        16  0.1208304867E-01   0.000000000       0.000000000      -2.801302731    
        16  0.1208304867E-01   0.000000000       0.000000000      -2.704419219    
        16  0.1208304867E-01   0.000000000       0.000000000      -2.121894966    
        16  0.1208304867E-01   0.000000000       0.000000000      -2.019273644    
        16  0.1208304867E-01   0.000000000       0.000000000      -1.300124666    
        16  0.1208304867E-01   0.000000000       0.000000000      -1.144319774    
        16  0.1208304867E-01   0.000000000       0.000000000     -0.5218811056    
        17  0.1288858525E-01   0.000000000       0.000000000      -3.643441466    
        17  0.1288858525E-01   0.000000000       0.000000000      -3.560695511    
        17  0.1288858525E-01   0.000000000       0.000000000      -3.526401680    
        17  0.1288858525E-01   0.000000000       0.000000000      -3.275291358    
        17  0.1288858525E-01   0.000000000       0.000000000      -3.217322003    
        17  0.1288858525E-01   0.000000000       0.000000000      -2.804431580    
        17  0.1288858525E-01   0.000000000       0.000000000      -2.701100637    
        17  0.1288858525E-01   0.000000000       0.000000000      -2.125287176    
        17  0.1288858525E-01   0.000000000       0.000000000      -2.015808119    
        17  0.1288858525E-01   0.000000000       0.000000000      -1.305249662    
        17  0.1288858525E-01   0.000000000       0.000000000      -1.139097361    
        17  0.1288858525E-01   0.000000000       0.000000000     -0.5226007793    
        18  0.1369412182E-01   0.000000000       0.000000000      -3.643401250    
        18  0.1369412182E-01   0.000000000       0.000000000      -3.561658840    
        18  0.1369412182E-01   0.000000000       0.000000000      -3.525230109    
        18  0.1369412182E-01   0.000000000       0.000000000      -3.277039399    
        18  0.1369412182E-01   0.000000000       0.000000000      -3.215439959    
        18  0.1369412182E-01   0.000000000       0.000000000      -2.807553263    
        18  0.1369412182E-01   0.000000000       0.000000000      -2.697777100    
        18  0.1369412182E-01   0.000000000       0.000000000      -2.128678514    
        18  0.1369412182E-01   0.000000000       0.000000000      -2.012338578    
        18  0.1369412182E-01   0.000000000       0.000000000      -1.310367936    
        18  0.1369412182E-01   0.000000000       0.000000000      -1.133875876    
        18  0.1369412182E-01   0.000000000       0.000000000     -0.5233665091    
        19  0.1449965840E-01   0.000000000       0.000000000      -3.643358597    
        19  0.1449965840E-01   0.000000000       0.000000000      -3.562615084    
        19  0.1449965840E-01   0.000000000       0.000000000      -3.524052993    
        19  0.1449965840E-01   0.000000000       0.000000000      -3.278783974    
        19  0.1449965840E-01   0.000000000       0.000000000      -3.213553182    
        19  0.1449965840E-01   0.000000000       0.000000000      -2.810667725    
        19  0.1449965840E-01   0.000000000       0.000000000      -2.694448686    
        19  0.1449965840E-01   0.000000000       0.000000000      -2.132069061    
        19  0.1449965840E-01   0.000000000       0.000000000      -2.008864912    
        19  0.1449965840E-01   0.000000000       0.000000000      -1.315479295    
        19  0.1449965840E-01   0.000000000       0.000000000      -1.128655600    
        19  0.1449965840E-01   0.000000000       0.000000000     -0.5241782250    
        20  0.1530519498E-01   0.000000000       0.000000000      -3.643313508    
        20  0.1530519498E-01   0.000000000       0.000000000      -3.563564196    
        20  0.1530519498E-01   0.000000000       0.000000000      -3.522870374    
        20  0.1530519498E-01   0.000000000       0.000000000      -3.280525110    
        20  0.1530519498E-01   0.000000000       0.000000000      -3.211661630    
        20  0.1530519498E-01   0.000000000       0.000000000      -2.813774910    
        20  0.1530519498E-01   0.000000000       0.000000000      -2.691115474    
        20  0.1530519498E-01   0.000000000       0.000000000      -2.135458898    
        20  0.1530519498E-01   0.000000000       0.000000000      -2.005387009    
        20  0.1530519498E-01   0.000000000       0.000000000      -1.320583553    
        20  0.1530519498E-01   0.000000000       0.000000000      -1.123436818    
        20  0.1530519498E-01   0.000000000       0.000000000     -0.5250358525    
        21  0.1611073156E-01   0.000000000       0.000000000      -3.643265985    
        21  0.1611073156E-01   0.000000000       0.000000000      -3.564506128    
        21  0.1611073156E-01   0.000000000       0.000000000      -3.521682298    
        21  0.1611073156E-01   0.000000000       0.000000000      -3.282262839    
        21  0.1611073156E-01   0.000000000       0.000000000      -3.209765259    
        21  0.1611073156E-01   0.000000000       0.000000000      -2.816874764    
        21  0.1611073156E-01   0.000000000       0.000000000      -2.687777545    
        21  0.1611073156E-01   0.000000000       0.000000000      -2.138848103    
        21  0.1611073156E-01   0.000000000       0.000000000      -2.001904757    
        21  0.1611073156E-01   0.000000000       0.000000000      -1.325680524    
        21  0.1611073156E-01   0.000000000       0.000000000      -1.118219819    
        21  0.1611073156E-01   0.000000000       0.000000000     -0.5259393132    
        22  0.1691626813E-01   0.000000000       0.000000000      -3.643216028    
        22  0.1691626813E-01   0.000000000       0.000000000      -3.565440834    
        22  0.1691626813E-01   0.000000000       0.000000000      -3.520488808    
        22  0.1691626813E-01   0.000000000       0.000000000      -3.283997186    
        22  0.1691626813E-01   0.000000000       0.000000000      -3.207864025    
        22  0.1691626813E-01   0.000000000       0.000000000      -2.819967233    
        22  0.1691626813E-01   0.000000000       0.000000000      -2.684434977    
        22  0.1691626813E-01   0.000000000       0.000000000      -2.142236755    
        22  0.1691626813E-01   0.000000000       0.000000000      -1.998418045    
        22  0.1691626813E-01   0.000000000       0.000000000      -1.330770025    
        22  0.1691626813E-01   0.000000000       0.000000000      -1.113004892    
        22  0.1691626813E-01   0.000000000       0.000000000     -0.5268885242    
        23  0.1772180471E-01   0.000000000       0.000000000      -3.643163639    
        23  0.1772180471E-01   0.000000000       0.000000000      -3.566368267    
        23  0.1772180471E-01   0.000000000       0.000000000      -3.519289949    
        23  0.1772180471E-01   0.000000000       0.000000000      -3.285728181    
        23  0.1772180471E-01   0.000000000       0.000000000      -3.205957886    
        23  0.1772180471E-01   0.000000000       0.000000000      -2.823052265    
        23  0.1772180471E-01   0.000000000       0.000000000      -2.681087850    
        23  0.1772180471E-01   0.000000000       0.000000000      -2.145624929    
        23  0.1772180471E-01   0.000000000       0.000000000      -1.994926760    
        23  0.1772180471E-01   0.000000000       0.000000000      -1.335851877    
        23  0.1772180471E-01   0.000000000       0.000000000      -1.107792330    
        23  0.1772180471E-01   0.000000000       0.000000000     -0.5278833986    
        24  0.1852734129E-01   0.000000000       0.000000000      -3.643108821    
        24  0.1852734129E-01   0.000000000       0.000000000      -3.567288379    
        24  0.1852734129E-01   0.000000000       0.000000000      -3.518085764    
        24  0.1852734129E-01   0.000000000       0.000000000      -3.287455850    
        24  0.1852734129E-01   0.000000000       0.000000000      -3.204046797    
        24  0.1852734129E-01   0.000000000       0.000000000      -2.826129808    
        24  0.1852734129E-01   0.000000000       0.000000000      -2.677736245    
        24  0.1852734129E-01   0.000000000       0.000000000      -2.149012700    
        24  0.1852734129E-01   0.000000000       0.000000000      -1.991430790    
        24  0.1852734129E-01   0.000000000       0.000000000      -1.340925906    
        24  0.1852734129E-01   0.000000000       0.000000000      -1.102582427    
        24  0.1852734129E-01   0.000000000       0.000000000     -0.5289238452    
        25  0.1933287787E-01   0.000000000       0.000000000      -3.643051576    
        25  0.1933287787E-01   0.000000000       0.000000000      -3.568201121    
        25  0.1933287787E-01   0.000000000       0.000000000      -3.516876297    
        25  0.1933287787E-01   0.000000000       0.000000000      -3.289180220    
        25  0.1933287787E-01   0.000000000       0.000000000      -3.202130714    
        25  0.1933287787E-01   0.000000000       0.000000000      -2.829199813    
        25  0.1933287787E-01   0.000000000       0.000000000      -2.674380243    
        25  0.1933287787E-01   0.000000000       0.000000000      -2.152400143    
        25  0.1933287787E-01   0.000000000       0.000000000      -1.987930022    
        25  0.1933287787E-01   0.000000000       0.000000000      -1.345991937    
        25  0.1933287787E-01   0.000000000       0.000000000      -1.097375479    
        25  0.1933287787E-01   0.000000000       0.000000000     -0.5300097685    
        26  0.2013841445E-01   0.000000000       0.000000000      -3.642991906    
        26  0.2013841445E-01   0.000000000       0.000000000      -3.569106446    
        26  0.2013841445E-01   0.000000000       0.000000000      -3.515661591    
        26  0.2013841445E-01   0.000000000       0.000000000      -3.290901316    
        26  0.2013841445E-01   0.000000000       0.000000000      -3.200209593    
        26  0.2013841445E-01   0.000000000       0.000000000      -2.832262229    
        26  0.2013841445E-01   0.000000000       0.000000000      -2.671019924    
        26  0.2013841445E-01   0.000000000       0.000000000      -2.155787328    
        26  0.2013841445E-01   0.000000000       0.000000000      -1.984424342    
        26  0.2013841445E-01   0.000000000       0.000000000      -1.351049801    
        26  0.2013841445E-01   0.000000000       0.000000000      -1.092171787    
        26  0.2013841445E-01   0.000000000       0.000000000     -0.5311410689    
        27  0.2094395102E-01   0.000000000       0.000000000      -3.642929816    
        27  0.2094395102E-01   0.000000000       0.000000000      -3.570004305    
        27  0.2094395102E-01   0.000000000       0.000000000      -3.514441691    
        27  0.2094395102E-01   0.000000000       0.000000000      -3.292619164    
        27  0.2094395102E-01   0.000000000       0.000000000      -3.198283390    
        27  0.2094395102E-01   0.000000000       0.000000000      -2.835317008    
        27  0.2094395102E-01   0.000000000       0.000000000      -2.667655369    
        27  0.2094395102E-01   0.000000000       0.000000000      -2.159174329    
        27  0.2094395102E-01   0.000000000       0.000000000      -1.980913638    
        27  0.2094395102E-01   0.000000000       0.000000000      -1.356099331    
        27  0.2094395102E-01   0.000000000       0.000000000      -1.086971650    
        27  0.2094395102E-01   0.000000000       0.000000000     -0.5323176427    
        28  0.2174948760E-01   0.000000000       0.000000000      -3.642865308    
        28  0.2174948760E-01   0.000000000       0.000000000      -3.570894649    
        28  0.2174948760E-01   0.000000000       0.000000000      -3.513216639    
        28  0.2174948760E-01   0.000000000       0.000000000      -3.294333788    
        28  0.2174948760E-01   0.000000000       0.000000000      -3.196352060    
        28  0.2174948760E-01   0.000000000       0.000000000      -2.838364102    
        28  0.2174948760E-01   0.000000000       0.000000000      -2.664286660    
        28  0.2174948760E-01   0.000000000       0.000000000      -2.162561212    
        28  0.2174948760E-01   0.000000000       0.000000000      -1.977397795    
        28  0.2174948760E-01   0.000000000       0.000000000      -1.361140365    
        28  0.2174948760E-01   0.000000000       0.000000000      -1.081775372    
        28  0.2174948760E-01   0.000000000       0.000000000     -0.5335393817    
        29  0.2255502418E-01   0.000000000       0.000000000      -3.642798388    
        29  0.2255502418E-01   0.000000000       0.000000000      -3.571777429    
        29  0.2255502418E-01   0.000000000       0.000000000      -3.511986479    
        29  0.2255502418E-01   0.000000000       0.000000000      -3.296045212    
        29  0.2255502418E-01   0.000000000       0.000000000      -3.194415560    
        29  0.2255502418E-01   0.000000000       0.000000000      -2.841403465    
        29  0.2255502418E-01   0.000000000       0.000000000      -2.660913879    
        29  0.2255502418E-01   0.000000000       0.000000000      -2.165948048    
        29  0.2255502418E-01   0.000000000       0.000000000      -1.973876699    
        29  0.2255502418E-01   0.000000000       0.000000000      -1.366172741    
        29  0.2255502418E-01   0.000000000       0.000000000      -1.076583259    
        29  0.2255502418E-01   0.000000000       0.000000000     -0.5348061739    
        30  0.2336056076E-01   0.000000000       0.000000000      -3.642729062    
        30  0.2336056076E-01   0.000000000       0.000000000      -3.572652593    
        30  0.2336056076E-01   0.000000000       0.000000000      -3.510751255    
        30  0.2336056076E-01   0.000000000       0.000000000      -3.297753459    
        30  0.2336056076E-01   0.000000000       0.000000000      -3.192473843    
        30  0.2336056076E-01   0.000000000       0.000000000      -2.844435052    
        30  0.2336056076E-01   0.000000000       0.000000000      -2.657537106    
        30  0.2336056076E-01   0.000000000       0.000000000      -2.169334903    
        30  0.2336056076E-01   0.000000000       0.000000000      -1.970350237    
        30  0.2336056076E-01   0.000000000       0.000000000      -1.371196303    
        30  0.2336056076E-01   0.000000000       0.000000000      -1.071395618    
        30  0.2336056076E-01   0.000000000       0.000000000     -0.5361179027    
        31  0.2416609734E-01   0.000000000       0.000000000      -3.642657334    
        31  0.2416609734E-01   0.000000000       0.000000000      -3.573520092    
        31  0.2416609734E-01   0.000000000       0.000000000      -3.509511008    
        31  0.2416609734E-01   0.000000000       0.000000000      -3.299458552    
        31  0.2416609734E-01   0.000000000       0.000000000      -3.190526866    
        31  0.2416609734E-01   0.000000000       0.000000000      -2.847458818    
        31  0.2416609734E-01   0.000000000       0.000000000      -2.654156423    
        31  0.2416609734E-01   0.000000000       0.000000000      -2.172721841    
        31  0.2416609734E-01   0.000000000       0.000000000      -1.966818294    
        31  0.2416609734E-01   0.000000000       0.000000000      -1.376210896    
        31  0.2416609734E-01   0.000000000       0.000000000      -1.066212760    
        31  0.2416609734E-01   0.000000000       0.000000000     -0.5374744475    
        32  0.2497163391E-01   0.000000000       0.000000000      -3.642583212    
        32  0.2497163391E-01   0.000000000       0.000000000      -3.574379875    
        32  0.2497163391E-01   0.000000000       0.000000000      -3.508265783    
        32  0.2497163391E-01   0.000000000       0.000000000      -3.301160514    
        32  0.2497163391E-01   0.000000000       0.000000000      -3.188574584    
        32  0.2497163391E-01   0.000000000       0.000000000      -2.850474720    
        32  0.2497163391E-01   0.000000000       0.000000000      -2.650771913    
        32  0.2497163391E-01   0.000000000       0.000000000      -2.176108927    
        32  0.2497163391E-01   0.000000000       0.000000000      -1.963280756    
        32  0.2497163391E-01   0.000000000       0.000000000      -1.381216370    
        32  0.2497163391E-01   0.000000000       0.000000000      -1.061034996    
        32  0.2497163391E-01   0.000000000       0.000000000     -0.5388756835    
        33  0.2577717049E-01   0.000000000       0.000000000      -3.642506704    
        33  0.2577717049E-01   0.000000000       0.000000000      -3.575231888    
        33  0.2577717049E-01   0.000000000       0.000000000      -3.507015622    
        33  0.2577717049E-01   0.000000000       0.000000000      -3.302859364    
        33  0.2577717049E-01   0.000000000       0.000000000      -3.186616951    
        33  0.2577717049E-01   0.000000000       0.000000000      -2.853482716    
        33  0.2577717049E-01   0.000000000       0.000000000      -2.647383657    
        33  0.2577717049E-01   0.000000000       0.000000000      -2.179496223    
        33  0.2577717049E-01   0.000000000       0.000000000      -1.959737509    
        33  0.2577717049E-01   0.000000000       0.000000000      -1.386212577    
        33  0.2577717049E-01   0.000000000       0.000000000      -1.055862639    
        33  0.2577717049E-01   0.000000000       0.000000000     -0.5403214818    
        34  0.2658270707E-01   0.000000000       0.000000000      -3.642427818    
        34  0.2658270707E-01   0.000000000       0.000000000      -3.576076081    
        34  0.2658270707E-01   0.000000000       0.000000000      -3.505760568    
        34  0.2658270707E-01   0.000000000       0.000000000      -3.304555124    
        34  0.2658270707E-01   0.000000000       0.000000000      -3.184653924    
        34  0.2658270707E-01   0.000000000       0.000000000      -2.856482763    
        34  0.2658270707E-01   0.000000000       0.000000000      -2.643991738    
        34  0.2658270707E-01   0.000000000       0.000000000      -2.182883791    
        34  0.2658270707E-01   0.000000000       0.000000000      -1.956188438    
        34  0.2658270707E-01   0.000000000       0.000000000      -1.391199372    
        34  0.2658270707E-01   0.000000000       0.000000000      -1.050696007    
        34  0.2658270707E-01   0.000000000       0.000000000     -0.5418117090    
        35  0.2738824365E-01   0.000000000       0.000000000      -3.642346564    
        35  0.2738824365E-01   0.000000000       0.000000000      -3.576912398    
        35  0.2738824365E-01   0.000000000       0.000000000      -3.504500664    
        35  0.2738824365E-01   0.000000000       0.000000000      -3.306247814    
        35  0.2738824365E-01   0.000000000       0.000000000      -3.182685456    
        35  0.2738824365E-01   0.000000000       0.000000000      -2.859474823    
        35  0.2738824365E-01   0.000000000       0.000000000      -2.640596238    
        35  0.2738824365E-01   0.000000000       0.000000000      -2.186271688    
